Account,Token Account,Quantity,Percentage
8bfAorp4ed9dHU5etr7HryfU7sEgUzgJoHVs8XRmP82M,H9fdGmu53Gv7pcXeYR3L8p61qnbn9DAaDZSQ4kTbUN69,11545.886741854,0.00
AfPy3u6yxgs67WgjbMM3mu6FAVguffHj1NLZPM8hoH5z,sSWoP74JvcGVRpVYdfcCLyitQvMiBkdFfbfJ3kTheKb,11335.060529291,0.00
8Y7k3ro23yGfQq3HGgabvzWsmA1nij57J1LXLs6MYHZB,HvkqzCegdYcxaYY5wa6q8Au7FXsH1KFcb2R3ACk71riu,10447.112428793,0.00
HefotjTXt17Yuf74gvx7tnPs5TqqUyV4JhZCeNmuBX6f,6bRtmTVjGKf99Tr77KfUjLeXMesmYNwmmAjyK5chQPU9,10395.530611592,0.00
2odLPCDuGSMUFdz4G6zFFLGFzaghM4jiF3WSMj7WDnEd,9umGRkr4jcZxLNZWz7oC16vbErqGH78jYx3jEKhYfnca,10058.933409163,0.00
Gig7F53oZD7JcSDxT6v8Umq8xdp2BL6KX2WESgKPALwQ,G93UucuY8jzCcYZPwd6eFuMF1thbZngMSi3ywFKXZjht,9999.999999999,0.00
972iaWmszVbf7Y7t2CpEsDJK9kUJT3CXScgV5MbT8QQf,AEaBVZ8LTB695jBEFUVPknisi4azUqfBNpWGWgbq18Vf,9792.51000404,0.00
HgtvnYNzhEU6ZEcw9D1s1TKqG24TYwdhcNeg5B8kTHUk,7DPdTbZHktZojXNSvjVsrkiHQr6m1XoM9bSWv7bZLiZ8,9274.268640304,0.00
E57czw1wt7yBV5JMhNyFLFNeEMkTQTf4GrN29L8THWqF,7nzTLUvrMqqBwdvMfPLSj7pxEPfocqxmejiw7XvxetVN,9145.112096909,0.00
GzUR8TH9fBZ71JfgSJwrjTky25yxdeAM3zEKmYzaTaPN,76aRpbMiVikRV9X96re39vBW5QXD4EyNj5zWBxfTLMJn,9110.668972445,0.00
Ae37ck9NE8h2xhdNrRg423AacZr6ymwTsWQasbg3scAy,3ParKNu5VcVPeKj1kwoSmwoCe8s5sXtxranqcptscggq,8866.07814082,0.00
ETj68UjdrEdBoRztnKyfcZMojCoAw8T2N2fy75c17snu,BSHjgohwBs5E7xXvBZK41cxzZ94cPvqMwgRvKBNzP9pV,8858.598143308,0.00
Eztcya2LtDh3iBfd5ztoTJeZJsx1apz5sphYpgp8C6p9,DjpcbCvfqayE7pcJ6iiPipV9cWqLbRaprQRCV3Dhn8Hv,8827.179637523,0.00
FaSrELLXWMKda3Za6cEveR38xegrcetu1cH9ugEfsYKt,GQGkxSwojSxDfDmubTJEQbTzfZF3om25DWX6amcftFbU,8436.950578697,0.00
B9qDiw9etqgMt3yAPYnEh9BKqatdoFsusMnqKfUrSY7s,8fUs9WzCGdRLRyfWzB1JmecvWroqDtuXdRDwuMhJTbBq,8222.935639933,0.00
AkTgH1uW6J6j6QHmFNGzZuZwwXaHQsPCpHUriED28tRj,EKkBNtBxujxSmjUU8PCXNqTnu9eD1zxpBnM5S2Lk8UiD,7661.045511686,0.00
3LoAYHuSd7Gh8d7RTFnhvYtiTiefdZ5ByamU42vkzd76,67DTAtFj9NKbbeqmUbrFo717roZasNAP6EZeNxb2rzFC,7602.119513933,0.00
8nZDYq7xyfm4URBMxqcoFMwKXfKbEU39nYY9NJ6Embhc,HGoHxFZmZ5Jw3Ck2WKTL59Q44tMtxwSJ3mTWsnsCizVE,7535.836222775,0.00
8nXm9KA82V12cFW2xR38pqy3NF198Z1SjxFPD3DjKm5X,HcwGEmFAgegiZeZP6VYJFwjBwgnNr8f7y5hv3xVbLTnx,7365.961330843,0.00
Ggp9SGTqAKiJWRXeyEb2gEVdmD6n7fgHD7t4s8DrAqwf,EuLDvkRFsKhF8yQ4LAAc1Yi2g6ZGpXNLhQGmpJKXiRm4,6880.90059438,0.00
829pXnbgZZjCCmFQErdn1cTzTidqo4htU2vFbrF4kNau,ESPHeVqXEeHZ7zBeXoVyPeEvWQqgwLTFBkJPq28ZipRL,6055.527215275,0.00
5j2tRrxBkZ1esUFrhFQjhpZsxVF9mRFWWtpU9MRD442X,3wCrcDrP1GXQF4VWXfH49W3f1t3BNkQntnqgDNyGC9aw,5912.867985763,0.00
7TEbUCZxnwYxshjm4Rz5S8nExzZxHyeFLntWLBHteGmE,uVYffbrDNudqAxGDhKmZNBVQGiooU9FphBwPXLeqXJ1,5869.408570248,0.00
3hFU29RooGjyCsx5PEgCqRguqniAoXn3HcDFq8KYbYpG,AVThzH7rYd26RLHunCovtqYzBFGiaWHSj3VVxkXoGKKc,5864.333712605,0.00
4AUFjnMHpdJDccuM81WGh23F8w4pjxWw8yMPixxbzDpu,FDFQt82Jm7vDbTeffXxFTaWaJgtL4WRFn67HHvdJYDi,5659.223266352,0.00
29Xq26ZjsLjBjMvfo3TTRHBUo3Wx9rRiawr9pJqYjNwz,FDhiPTTMgpbLbihSC1iLbtggL7q7RV83L71dZqha4Z8P,5650.106911203,0.00
2iUjxd5iRBXoGxcRtrMcV7YgJAH5zxUiDBrH4G52imXS,9VYanmcPSPHhSkpPfU2jjoEYt35EkoWT6t647gcxMopa,5417.768083596,0.00
79rqmPdFQRmeTfEdiV3TZQP3HrbdeJtJdWh4agbyQ5RW,215sWHyzT4cQd3h7xeJv8cn4QGPE174osvGwnGZNwRh2,5374.381209321,0.00
EB6f633Hb1pti9GmVFhCGGgNw45zZCoYgK19UeV7wEM7,H6hU8RJarXBzdNgXjKkiRgRRWzjsCQpqEP4qPpfX8CBL,5241.600802781,0.00
AZjGzP7j56VKhoN34GNRrKHKpPvBK3s8JgkH1N5LPk3f,J33gT4rinRUvpL4HtpEFCTPbvBdojW9s8bqsWfvje2PB,5080.935970713,0.00
4NYLVsNL7AA95YXZxULmfbJPsbQpDADwDQJY8CAYr1JJ,DJVUoDh9DMax5hScMHWF9kNsCD9L89VVrJEjmuVRgSFs,5027.747771907,0.00
FGoUf5e4sSQbRrQHiHSrAcsLRfRRpBSvqYjKLzHsUnsw,6ptwr1uEso6SAXuT1tN1TPymsp5cTPrBzZAXBsp7r1YW,4908.88819165,0.00
BYdL6ARnL1UyoXCa9EQNk93RqJzRbYzuhANB62PE8tmL,AGTDXV52rXSfoUma2tDcDVbbakVtgRdG4h64nvHng4Xq,4803.886637042,0.00
8hNo2VVBtX5En8hxGafxqa7Sh8U5ZkD9fH9XXoFNLJn3,4dCD61M5oCJYNRigesGH7bQZUGSyNyYJDT8q3uUsvB1S,4783.539878115,0.00
AkRqwG23af6RE3wicV9bnfmyzLYBLK5bF3D1HH5TF87a,BKrP55Eb65kerX2E6oshrE1Q4TQUkX6iQDbBxwLiyxx5,4773.099038784,0.00
2EVYB3FQVqpg9ggw7xqJs4c4Q1UXD9FXnmCiVL11MXX7,Cv8b7HMmqziYEZFY3Y5g5EQJccP9RxqdNCeNgdGZc3QH,4665.094405216,0.00
FoCGo9BiJLJbM7GpZ3brMCFCJYUq5iTKQh3EaM1zaPwu,59niLyeFmgXS6QoyChE7fxt2KJ51ANSuwhPVJUHja5rr,4578.651785372,0.00
CghaLLPrCZ2zRYBk58BZPP3APhhYiQsk7PChvAWsNZq1,CVt6vB2LWnVajQCNYMA6WScnVda4sYtTEhFHoB2nAphp,4551.163952006,0.00
5iS9qG2u4FNvArEWjqDtrn829gDDeF89cHFa2eDfVAj9,4v9VoFAWXfHpHBhVii2F3nNKEDsGf5Yj8j6ZFGXVvPnS,4278.753578937,0.00
7iWnBRRhBCiNXXPhqiGzvvBkKrvFSWqqmxRyu9VyYBxE,6z1oRgxXheJ2Y7gv3kDGVH4y7Anu5o1gPhr81DwnG33k,4190.710790786,0.00
BZiX9herBm4z7pnoxX3YcWL12MasX2gptNBRaDwB58iu,GdScFmz8fHQyHeL1BBZYzTrkbm18EyZKpLPwpDS5HfS8,4171.448704698,0.00
C24ccr8HDLURQTbrw4t13pFuRB5wqxeYjav66bczLbef,HJxHbHUN78xWuMR7fkwva6UYnvAQZLghzrQ5pgqQA8WD,3897.853344583,0.00
6cUL5UBQUByF1WhrZoWn17m68iwjso7puLz384QkUPRq,AM2pkTcHbi8t2KFbdmmu7QZNbtH8dYV51gTV4WET4Xti,3768.566308029,0.00
45XCEf7E8Xfw2unFa8mVj5UaRGE658cbra1V61LqgBBL,5qpzKWC7urrXsGCn8SmESznLy8fyeiL6qhr4kHE4u3bZ,3728.088013929,0.00
6KBCniRon4hmnYy6TnS1ksSaAT5RibUZavTuLfjk53kB,D1KPHYQj6GoAKh4QdjrQfpD3iiFYCYpdQptzidKnywjH,3635.40429357,0.00
DPARb43LiUDAnEy9xfTHZefGwRJXnSMAJ2FyHL6bqDh6,atuym1Tt75FRUWY1Y6dmA5JrSF4EYhytd9iPa6N4SbD,3453.071446414,0.00
BBe38o1t9SWiYRXZy1Xn8pQPGGDatbkJFeyQAoEsPTB4,2AL21P4nNSNfoiLxsV8S2Jp5NtrAHB4svPwt6QsXXbeG,3337.753177263,0.00
CtbtPzWm6wmrg4mUFgKk4AN2rEQkuqixiPou5oo2SYPG,Gc4zVbgNZjSU67vRHUatizNGNo4kiD6PRQ2JLhNbwj7q,3203.30149873,0.00
wfySoJgAWh7PwMWf6pk8kwEHD4ttP3VEMct83rhWrzv,4QikQLtu8HmLBceWSjwJ9CYzkcaxAdGNd7wxS5ZeQULq,3135.138256001,0.00
CwPAgwd82V9Gj7tnrCWRkTZeRfaSsM1a2QjPovg2Ziy7,ENH7gAGN4jb7sA14x31ULp2fQZfUFzH632vYWPYudFu3,3045.596381465,0.00
APZf9TMMmeF6aocsDiSpcsJb35m3N6WKzDnQbAz5noUk,3EosD9Bo7trm1uWn3dBZNyrd5u2ocFBhj6bszjRzjbHZ,3031.605617404,0.00
As4BcJTztMoCBjPtm65mgRBiEr7M1aDRAqscFZBVshV6,854JFtbb4pnbkGfoHaxDKBZMjtxDECufqCdsYSEY6CLw,2954.301825335,0.00
82d9FKxwp8WWMmDYWvTPjGMuhy8RL58qaSV6PNYjJt8e,2JQmy4euPsh8RcTMkwb24Vo1sAi8MDsdYhyxPkZoaLRe,2796.733304121,0.00
VBJKzUXRsTcJrXQb1YWtGNQY6E2yXv8NTPkoZjQCztp,GMu3PdgceNR5Zn4YAfb5qxM3qjM5mdLykeumDSQJee5Z,2668.854392589,0.00
5CcsBEKCZjz19fJ687FiTgBRVcV6Gf7cTBscsoCrdRtA,5GDEcZUJQx8HPxfMLEj6u4UzMkaTB2STfGxUEM9R5hHz,2661.961689654,0.00
BLgyxB3TpiZxckqBjFcwY44LW2Hzpg5d1VBcEa7Gb2sw,ANjkVWAMxSz3b7faD3r2AHhAXoVm4aQQjfxXweibtzp5,2642.038014178,0.00
9sMgU5ryQaH1WxiRpweFTZkb2YxbN3J5x9vQK3tbDcgU,GrWktQeuprD8pFih7Bygcy3MmXBVo4cumhaaXLZRZGnh,2602.765629775,0.00
3CgvbiM3op4vjrrjH2zcrQUwsqh5veNVRjFCB9N6sRoD,4hh3rnU6cNanyffCuQfez259iLSJW24HuWDuGJRUJhGf,2592.244040159,0.00
8cGdgrr5cVz642bwhrXkuJAdfHKMKrKXGQ44N5cXHiuD,7xmgoCCWnX92Y9vE7qHPLehm3DbxqM8fa2LVUksooUUj,2499.783750606,0.00
7j8GGy9Hp4SJ63fojakfa9KKBsygZ2UDV9cqbeCSxMBC,nTJuHhYyf16sxfDPsbREB76snk5jCESGTMxV22oxd1Q,2469.941706374,0.00
JA4tZuKraReteSUzJ85AmMbCVa8L5XJgHqYAT2xwWfm2,F83WP9HKmatq1RGHQ9z7Z9nXphcjHGTATnBoN3JVx5Ws,2461.809956893,0.00
Aei1QQtTVkK8mu3F5vc1iSiyNLmQJK4pvPrQtALmzsMV,6csirRueMtyVXhDe5gwRf2PpSE5QwQf4wCDp8xgnqNa4,2454.098841589,0.00
76LxzTUjGE32qfAjixN1DGMKxCR78jjDH2qBnPfw17j3,4BjGXkWUtLh364MJFXCfDmcqHoy1tCe2j4UfmyTYxZqK,2355.473938747,0.00
A7rYYKzzw6siLQQtP1q54cwPPfvDVUhKzpkh2C9tdzYp,BUBSHkZpHepyf1odLyLfmNxhDbW4o8WFcf2XYyLfTmMM,2309.290679608,0.00
8ErqtGino1NXQc3Czc5yq3bX78YBVTr3MJKBSWacYdf7,HSDWNiSqrrRyACMBsUFJDznp9Tw5GtGAbyH7XRhQktc7,2242.702669374,0.00
2pxVHtZ7xyY3AgF65zVR6AsBrzHjb4UD7qr2orWkLBsR,DZEgjDSj8jsiL5qvJ8huCAmJhhHx223dXAZMyo98GntA,2232.386522039,0.00
7QZ388gYMLhxtgfpB1xqVJaGTZXZ8JyQ1NyCXtNW5HJm,Gao3npJhpau6Kxeqfj2bYgNhWWUx1hJidsoJ8nB1uiLK,2164.291624516,0.00
CVB4DgKCRJoHUrXkqgdu4kkQDWAK6QdCGwWW6uguBTSd,8qFEXLXJSYFSVe3hsVrVSVFciehB2xUA6XEh6EoePF6G,2116.286844228,0.00
3XPBJiM6Mq2u4Yq1CSqsEXBkHZ1cgYAfAYDKajyMbJeA,2DFQkqzRpr1h5wKTGDD658TvbQMo3fRhd1vmFHHvV7mf,2103.540924356,0.00
AvLTt231hWpjaUEWbUqtLtzZC5N6XDuKV9sLwvWTCgBV,7zGfjGGJatkKzTJuJe2ff2zEdfTnqGjEMAXL9XSdMFng,2094.386879505,0.00
69yhtoJR4JYPPABZcSNkzuqbaFbwHsCkja1sP1Q2aVT5,6pJEuDFhUqF1DWDEQyJ4REQz8PMoNZQbef2Qv6QRUESH,2005,0.00
GZg2N2pCSDLZ3td1FPscPUEoFmDs9NH1UEvFYT1ScFo6,Aab2CQhajLn7tkS1e9UJbZWvbakbeDDqqJWBvjwRABXM,2000.669142218,0.00
AegU9e74LXCdE23EGxmvjaguyhRkaEGeVF3mgXSRwVBx,EugLtHJz467ksD5zha6W1Ea8gXcZqerPAeNpCn6YwKZY,1982.853526315,0.00
EBoqLjXwrK9oPC9YP1oApxYZA3qwWc26zQ27aEd6BznC,AoX8xP8qqAbS3j68UTocKYuQcwXmHu3UWG52j8yqzqvd,1971.385514954,0.00
C1x9ypk8TrgzQufApeUCHEGwPqzEntdLmAS9o9FgJWRx,5j71nzgAMKEVwX5gwgkmkZUn9uSiraJoemMYUMGNsSWx,1775.344616362,0.00
HCScW42dCMpd3nP2MfXofFj3AuXUNVvyrQCJDVBmCofb,3Wwx8kgEXQy3By9jcvmErR9y6dgrs8C1m7LEtEJPFGB3,1758.519346247,0.00
BdDqPwNoRYinoh512HUiFonfKeew4C4Nhfj2tT9rHArk,BqssjxueTW17i3VpoYZDgiyezEg7PFMPuvFb43157HHG,1733.41524303,0.00
J85VNqdZ3LsLbdThT7FoAWL2NmxiKWog5tRRmGZrcjAS,51ugRvTmaNQYZZpTGvR8gh2LunabWjWGAUoh5TGbLSg7,1732.859354439,0.00
34MgQc8x8UFaYPcc4vyC5KJLvuru6wybgL82qm4JsWtJ,GcJ4ZQQsQx2x7MsReUTLfKcAZgQh8XexDyYsLJpdAbv,1684.193434396,0.00
9mjNYiUt5VEyn6sLN4uoyVu4X1MoZHJe5XvR6qUYKfEo,9tTFYxnrQ29TKwxx7KLzVEwkev1yVz4XPzHa1yijC6Vx,1658.023135738,0.00
5opWJ496s5rFhKkCJbS1w8V99bNEwHEbKa4FNPzxMQk8,6fRbTw5SP4mJKxeUY327LKh3UUKdzV4QDWCmbeNytPN2,1657.991262492,0.00
4axSLRX6AQDrEYCbR8SJRjqvzDWq1QzqoWEhdoH8H8D3,CeJ9GCFXJWrkoG5wfoeKC8rpZgJZrMpwMsq5AFAHK3gw,1655.771028404,0.00
3oiLwyE3JrkvSDWkzA5WVJf3UpLzPZo1XgytjXcgVrpx,GWiHK9GpdNKLWZ8x3mjGq6k3sDEVqvxECoGEUn7zH6wo,1557.340364208,0.00
D9zZvyLmaQF3Fhdrf5GzeTtM4pfoMsiHYa6NQQtbnLQ1,GMZkKgUM14PuNyGwE2VLXaFUR8zeMR34GMfANERMNtvc,1549.770644376,0.00
EMBto4tsTVGiRHVsQTyxcgiWhRKqLjSGyzcrMtWNoQAL,3cMvvMXuUEHZb5UPLrkunxNGuRhAbQ3uKxJwPd62kcxU,1544.150038408,0.00
BMUiev5yxDMoevGEocXbLqcBeoj1iNPEDCGEJdgUVQtk,H3LQxnQYE7MA1T5CksvLaf4cNhSMmQvbsHZ5vvurT5iy,1452.585651487,0.00
7mKJtJajbETTjfc57k6VhttK2go7NpLbK2Rw7URvwYGd,d9LBwT92if3KdnzkG2cFeeHiNY8BJDczGbPusHvHxYz,1338.179488832,0.00
8nc5pU81JVPtM1kZZ45nbhAp3dNUGYAxZnrGxU1qKprW,Dk2vNioAdqWQ1qY43StSjpvg2u5VZwjgQ2QgRGTmdmZK,1312.976591723,0.00
HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,FSfob4DqYWRSvAkw889B3fH1DwTVVoV5Y1HR6HsHHQ3h,1312.201806512,0.00
CFryk8jhK9T1fGf39AwFe2WopA17WPZSAt8t2V67kpFz,ARXLnzZ26jdmesBvybxpBWbuGiM9ASZSQcUvJEerQtVJ,1285.205297015,0.00
6rscwsas1T9dq4cTpVt5DrbeyeEFkddBjdodfSB71cyb,3xTX8xp2p9y7cqo5aSQEhHqSV5Bg8daSCkwGeBJMYCLj,1255.209451303,0.00
FmEv2s6HzD7Yus5JoqWfUHCV8LxzEG2ngzZkEXU7NFub,HtxRPHzzCDXwvuyjJeE4npqQ67kz6waEtQcy325r1faw,1167.906632462,0.00
ACwVP3YCB12RVUGP46d3Hn9QtAPPNSGXikghsDuWSAaF,3bGrK2GnzHERhfJAcMDkhD7ZBPbSJaASbV1fFFybCKDi,1110.088707035,0.00
G6HNb8sFUKW1WsC4e562iNfoEZEZknh8didMbqv52fMz,HnWmAxkh3nCHQTkyyTjyXYi8qTVPKgERyo862BtqmDEX,1092.926829324,0.00
DL6TFc7o3w9awV8JR7NfHjMUFt9RX35KGU4BxEEUAa6z,HHv2G9spDp5mCa61Bx5SHHnbYcT5M8j3sWXuaZ6Uh8Qn,1066.647649042,0.00
8YZBsU39vLngaUSdCMPeVsV2WAi2RwvN8mZurAY5a3aU,Bocn9HH2Hw31FKUwu6FWpqa9fYuens1Hz7J5QguueBVy,1012.697833671,0.00
D7NaJePVw3gmbeRENfCunWRMheTamQeXua4eJpfkfPwP,6sHfWJFLGkJjRzKczGW8GjR7hAJQkiZXnm4Wxm78558C,1006.654615103,0.00
5pcksnZPsMykjZ4XXG1V5RxcBnfxcrospG3JdFNUPP1Q,9qVdY6WzsKxVPaym7QxGCwJJ7MmaBfQasod7S85UPYMP,1001.510316768,0.00
HU23r7UoZbqTUuh3vA7emAGztFtqwTeVips789vqxxBw,2r8mqCitYFidgKZu9w2caVgvMibmGhPY2kSRBbZsmPA3,1000,0.00
JD44nuVnHPMqfLx42SSuSL5WgeLLCKxq58y6SQdeR8ZT,C2RxBZZAbL7CyA4YbjoRqViiuh3s8DbqTDvPb3XTaz4x,972.200941435,0.00
EUBiHj8UzB1uCTPkA44SpyS6L5gthWkfBxR9QXPMTiRL,5ocuVQbuenVeoKPvVSMrXgRMgE5Y8HfZPTj79tLqhKG,957.338919847,0.00
HwRRuRTx3mfkas4Za4dNDroeuRWuRe3PQAppivzGXwHy,9yDkbhszWHtSZqPLjM7Qnz3KJj3XyRpEShYAnZW13DvS,953.325413882,0.00
HnnWJDs4gB67eSDNAh1YWCjoPG1eKTA2Ts5rY9sCeSJs,BkhLtv3wEtTaham64nx6tg1rFDYhPTD2PGpruzyvamGY,941.119734598,0.00
2AqyJc7qLLsRMUQ3tuKabiEjV1SQMbZ5b4Jwv7NN6GYJ,8Q7QnnseuXFBucMhn71RAN1K7NkYi83JG8uTitPSGTpB,918.257615056,0.00
AYJ3Xd5QURisZycYD24GCN8MPJUJAKRPg8VxFW1sPvMZ,AHDRUUoxoPKSnqcufVcsXhYCqE9cYdMRdVduEzdFP5gU,893.665801022,0.00
4apucih6mUsGyuQix2eejRYDU1TwHxtWRXWUCSoRT9P1,JDZ1d8EYzUo3oKXCKHaZ4gGx9MBjq5nYRKdxCjKYST1Z,780.014146195,0.00
45ruCyfdRkWpRNGEqWzjCiXRHkZs8WXCLQ67Pnpye7Hp,EqsmYXjFyeMLLJhCBM5hkkPLV4h95hp68ZCS8NyL4Nkd,746.815035318,0.00
7LrBbu2ejJnasP7byB8ND9P2CtgHbXisMHzNpXeor3DK,6GZ7kezGxNPKpvyh9Nb2fhiCFvfmDYA8ovDgcpoEa9jY,710.629959877,0.00
6ujAN4hA21bsnfK7eK2T6yFVmfimCZM1heiP3PFvwoU5,9N8xVdrmun1KGo44WcPpTc6JpbFkXNqrqeR7PpAqiDeb,653.415966209,0.00
7n8gQafrzDQbX11U47sXoQjGJPAkc93r5DAgyECmbfRF,37MLwJUj6gwQawyfviS2MtJeV8NSbVMPZVDmtsGjbPCx,640.513959856,0.00
C3zz4gGkweDkX5hcNucD2rBKu7E96dNWnP4yMJrKoGrt,6uSegRCBBXM7CZNGD936qrBXiTFp5KcgZUY3DF4HemBR,638.649350599,0.00
8TNL1hS5rABSd6zT4QG3QCbxcGHtBgFY7w1cNu6xEcGW,6GGHwP1qB3cTp2MwVBvqykJMLNDRkU13zW15mN9x7Qa8,638.09767371,0.00
5vmAV8yGQbmxxfWVUySZNeDVvg9C3rY9VfK9XtsnnMGp,GWWbJXfQeVkeNBydhHusXYGETyhVoPsWPnWgqAkd8FzV,626.941000604,0.00
2X5TA6uLJxSchGshoJxLmo6GfvYKSskc4sFSXzHLsipP,4KTts1CFh9uqw1ykvpmHt2WBgqLiJGAJtHu9neqXyvNj,550.745442302,0.00
EhbTBUDWaZXro8m8T7rVN9d35V43xRk599mV4aWqn6wm,C1yD69veLka9Ad9pFMKoLBqv9gWqS4isGNU8Jckax5kW,503.996876371,0.00
C8x8YNGyPbsnFP5nt14XiMAdWeH1QQyedTmmtMEbWUJS,C1rpJKA44s757NZTKGk2rQBLk4cufARi2hxWZYSTWSb2,499.287784065,0.00
7fdsS7f6D2oFaXNM7TZtyNUCYoT63Mg7QZ5aezbFwRmQ,8YmcMdxHiB5AzNJi5r7msuwvUVaiCjc31CxzZbGeztAA,496.311797767,0.00
APPS9x88foK7RVgKNyDVcFNNnX1nLX8hV9u45YyYerLn,672yYWqdESZN2rpZoAszQkV65EGVSeJpQngV42tzHZdX,480.596882018,0.00
8XWPyirgGJnir7nuSbKJYYACTPKuEFcxjU1Us333EH2,GmhgHbdN1ExkayDEoFGR6YEjyTk9YCxLUJn7taELgrcP,469.359128246,0.00
GzACAFCf1CqYmPfrcxGoT7BDWnWDfN4zds4Cn3MDdHDy,B6etvrhf8yQ2kkcm7oh7MMEhPxiY4PeWomYZe2Eh8255,453.654270449,0.00
7hQpzxX7zgumYiaa5YZnd9VAvUGmdQz5kc4czZqPw4wk,GFnJ5uDuHajXjjMJMuzHU7aitU52r56TpPVRBu5ZUCGW,418.55365914,0.00
22iEqkCAVnqVEbPk7gNa9hBotUAHkTSaQxbvqXe9SX31,JqAB4UwzT2oD2ZEcqAGMHCbiV5J3MBi4TFCmteMnC6f,410.463255288,0.00
4DnGBPVPnkwMVVkVvmKpdjmZVCwsg6NLZLFZNJYFAJAN,7abFqBDBy4QnK7ZwjHcerJtZpc9a6MzgYCMqvdzFcvCt,377.893972517,0.00
2s9an24RaUXtb5s4DazmZXABXbb7Z4ahKcRuw66hnB1o,7rWxHWLPdkY7jnxkanULrUGTNR99DC9sav5Bq1fxh3Fk,348.022370389,0.00
sNQzrQXmyu6t7yugLNRgBeRcyX9DtfMgbSvk1V69AZW,GVvdRoJX6dQgv8Zdq7K38tWxBf1FEnpgGyN9jMd24qq8,334.581994923,0.00
FRycphpjXViPFPWWcg1Hgege1yDtTJnsDaSpY4fcA8iu,76zkZYVozybnKeW32UUX412j1XhTjnvafVDnpA6CwJhw,334.354245122,0.00
HFqp6ErWHY6Uzhj8rFyjYuDya2mXUpYEk8VW75K9PSiY,AnovG2GHrFx174yexvwZM9h5do1LdhQbWH5gpphN8RjK,330.391962642,0.00
Ek5UvxSkdBECKZnc7UxgmjS8igfBx56JLMuMNbJTEkDT,Csvd4vJrA82gBSer26qNDHkR2did7L6A3NYkpp5fCtpD,301.536261536,0.00
74sTkkroBdbiQJaeijTbi8ff5UzHbZAWbV35CmYGHQhJ,E1VB3VSdPsKwiF8MXswLQFQeHVcPmLb1Kpgr3cpnwtNN,299.866497256,0.00
FKfiGikiziAPi1RY5V1aph5M2iorS5WK7G52P2D68bt3,Dtxi83e2WqappJbVJ3We6AfteKni8AyAPnLibwVKp3jq,241.72030193,0.00
ByorRgZfHxmdCS7CNbkeCFpF8g7ofeXPDRiwrivhbGe1,9NBeWfrnz5p5M4JwWkC1ugBxcERZEiEQAaaFZPfWyMED,202.440825449,0.00
FQDroz2dMEQgrp7jiaagx1dP2VJa3xygKjqXQjPQQTuz,5nc5MJXSzWCNrLtobtALYoq38RKh5UTh7ePtVTimzqBz,199.999999999,0.00
DSN3j1ykL3obAVNv7ZX49VsFCPe4LqzxHnmtLiPwY6xg,Bn3b53PvtUj3hPsVhw65X8Ak6rYfoTJjdydUdPoUMAwA,184.762060985,0.00
NJ1XqpennV4jqyB8ortZUP9LQE9CmGt2T9o8nHDUMUo,HdKwM2PK89aXGgAbm8fNDQxGWG2pehb4JgQKmR8KjgUT,171.476273498,0.00
8piGunYjd6ucRSPxVu5aYYk49u3scTV7VD9J9JSHmdwA,7kra13fXYMvnFEk3uE2rFTrzXkwEeqcEL3ju4m9N8UKw,154.664671796,0.00
6mc2aHTAom5MZcACfbfezEU2o5dyvVfE2hGjumRvtn8W,GDbm8bbizck7PBWEQxoz9HvpX2HXfAo9SbJ1d7g7wRWJ,152.893942852,0.00
69xpHRvBFzG5UooTszUEEcNvdEvKZeUdbxLE2wXUbLar,KaoesYSa1QAyErH3Ek6aSo1YProWimTG4KeA6AKRPoz,149.974783477,0.00
GUUnY4Ui6qAgx2XafEvzEFnLvDpK6K2CTVHBN7Hi5K4d,Aaw1e7Ge7UV4zgNNyJC483g8U4KYNR1NdbHeaSrboqeh,126.611439405,0.00
ChhYcFqYjs2GVtNipkwrTg5eZLvkfHmd4gMyJDoH9fYA,522mnyGBR2SarVwyz9oZjkejP7HmdLdFHXGz5cVe2Rox,107.007941625,0.00
HWbAZdGAPijkMqBUyoes8spNdu29nzhxByfFAVLzEXtU,4RJvGpSaffjM3hEQtT7B9htcHE4T5yrMmN2k2p6vkcVJ,89.701421466,0.00
AoEZsn1KKroXwj7tFnnoXBietdiN3Rda5SNCbH3D8AKn,7heJrW71AUW3G7LUtJUR7cHpJ67iw7TDXrMjxg4EKk35,80.00009082,0.00
8z6HwGGRdNSFKQhwXaU6yaTmPXpPH8pqJxBpDMAvbUcp,AxJVTbfxYaiWe7g524Xe3q8ehRu5Z9ys6XeYum7eZpia,77.188149925,0.00
HxjwdF326ZunmUwC1iXhfgL3ku78YsksN6n7Rfxzwr6b,5DT7PKgExsVP3EEB6fLPd5o7nQ89iNWLbZytLvCpSoF7,70.343896629,0.00
9NnxsbBdfsuy7ZNErSJ7gx7pyFHqEqwBXiNGDLVwZ3PW,6QJ5qaMBNZQArA4Qq3WKR42VqWiyXbYiCuT6dZ1iL8F8,62.019846915,0.00
2QfBNK2WDwSLoUQRb1zAnp3KM12N9hQ8q6ApwUMnWW2T,6yz1irrt6ZTsMgbVAZ4DNoDiykrgcWJTankKkZVXWFgD,61.518006005,0.00
484D92niJmhGf7CEW5vk2QjpLR3eUynP2KvNH7qnXcYC,6WgEHHiRopzzY8b1UAZ4ku5sKQimdpSSf6az2qGDJeiL,58.803527781,0.00
